,"Greece, EURIBOR, 12 Month, Fixing","Bahrain, BHIBOR, 1 Year, Fixing, Ask","Germany, EURIBOR, 12 Month, Fixing","United States, LIBOR, 12 Month, Fixing","United Kingdom, LIBOR, 12 Month, Fixing","Japan, LIBOR, 12 Month, Fixing","France, EURIBOR, 12 Month, Fixing","Singapore, 12 Month","Spain, LIBOR, 12 Month, Fixing","Switzerland, LIBOR, 12 Month, Fixing","Italy, LIBOR, 12 Month, Fixing","Belgium, EURIBOR, 12 Month, Fixing","Netherlands, EURIBOR, 12 Month, Fixing","Finland, EURIBOR, 12 Month, Fixing","Hong Kong, HIBOR, 12 Month, Fixing","Czech Republic, PRIBOR, 12 Month, Fixing","Portugal, EURIBOR, 12 Month, Fixing","Romania, ROBOR, 12 Month, Fixing","Denmark, CIBOR, 12 Month, Fixing"
01/03/1981,,3.75,,,,,,,,,,,,,,,,,
01/04/1981,,3.75,12.5,,,,,,,,,,,,,,,,
01/05/1981,,3.75,13.45,,,,,,,,,,,,,,,,
01/06/1981,,3.75,12.9,,,,,,,,,,,,,,,,
01/07/1981,,3.75,12.95,,,,,,,,,,,,,,,,
01/08/1981,,3.75,13.05,,,,,,,,,,,,,,,,
01/09/1981,,3.75,12.05,,,,,,,,,,,,,,,,
01/10/1981,,3.75,11.78,,,,,,,,,,,,,,,,
01/11/1981,,3.75,10.3,,,,,,,,,,,,,,,,
01/12/1981,,3.75,10.55,,,,,,,,,,,,,,,,
01/01/1982,,3.75,10.2,,,,,,,,,,,,,,,,
01/02/1982,,3.75,10.25,,,,,,,,,,,,,,,,
01/03/1982,,3.75,9.45,,,,,,,,,,,,,,,,
01/04/1982,,3.75,9,,,,,,,,,,,,,,,,
01/05/1982,,3.75,8.93,,,,,,,,,,,,,,,,
01/06/1982,,3.75,9.7,,,,,,,,,,,,,,,,
01/07/1982,,3.75,9.5,,,,,,,,,,,,,,,,
01/08/1982,,3.75,8.5,,,,,,,,,,,,,,,,
01/09/1982,,3.75,8.25,,,,,,,,,,,,,,,,
01/10/1982,,3.75,7.3,,,,,,,,,,,,,,,,
01/11/1982,,3.75,7.35,,,,,,,,,,,,,,,,
01/12/1982,,3.75,6.4,,,,,,,,,,,,,,,,
01/01/1983,,3.75,6,,,,,,,,,,,,,,,,
01/02/1983,,3.75,5.85,,,,,,,,,,,,,,,,
01/03/1983,,3.75,5.45,,,,,,,,,,,,,,,,
01/04/1983,,3.75,5.65,,,,,,,,,,,,,,,,
01/05/1983,,3.75,6.2,,,,,,,,,,,,,,,,
01/06/1983,,3.75,6.45,,,,,,,,,,,,,,,,
01/07/1983,,3.75,6.45,,,,,,,,,,,,,,,,
01/08/1983,,3.75,6.9,,,,,,,,,,,,,,,,
01/09/1983,,3.75,6.8,,,,,,,,,,,,,,,,
01/10/1983,,3.75,6.55,,,,,,,,,,,,,,,,
01/11/1983,,3.75,6.85,,,,,,,,,,,,,,,,
01/12/1983,,3.75,6.65,,,,,,,,,,,,,,,,
01/01/1984,,3.75,6.8,,,,,,,,,,,,,,,,
01/02/1984,,3.75,6.43,,,,,,,,,,,,,,,,
01/03/1984,,3.75,6.3,,,,,,,,,,,,,,,,
01/04/1984,,3.75,6.25,,,,,,,,,,,,,,,,
01/05/1984,,3.75,6.85,,,,,,,,,,,,,,,,
01/06/1984,,3.75,6.8,,,,,,,,,,,,,,,,
01/07/1984,,3.75,6.85,,,,,,,,,,,,,,,,
01/08/1984,,3.75,6.5,,,,,,,,,,,,,,,,
01/09/1984,,3.75,6.35,,,,,,,,,,,,,,,,
01/10/1984,,3.75,6.1,,,,,,,,,,,,,,,,
01/11/1984,,3.75,5.85,,,,,,,,,,,,,,,,
01/12/1984,,3.75,5.85,,,,,,,,,,,,,,,,
01/01/1985,,3.75,6.15,,,,,,,,,,,,,,,,
01/02/1985,,3.75,6.7,,,,,,,,,,,,,,,,
01/03/1985,,3.75,6.7,,,,,,,,,,,,,,,,
01/04/1985,,3.75,6.2,,,,,,,,,,,,,,,,
01/05/1985,,3.75,5.9,,,,,,,,,,,,,,,,
01/06/1985,,3.75,5.75,,,,,,,,,,,,,,,,
01/07/1985,,3.75,5.2,,,,,,,,,,,,,,,,
01/08/1985,,3.75,4.75,,,,,,,,,,,,,,,,
01/09/1985,,3.75,4.85,,,,,,,,,,,,,,,,
01/10/1985,,3.75,5.1,,,,,,,,,,,,,,,,
01/11/1985,,3.75,4.95,,,,,,,,,,,,,,,,
01/12/1985,,3.75,4.95,,,,,,,,,,,,,,,,
01/01/1986,,3.75,4.8,,,,,,,,,,,,,,,,
01/02/1986,,3.75,4.63,7.9375,11.75,5.625,,,,,,,,,,,,,
01/03/1986,,3.75,4.65,7.4375,10.4375,5.1875,,,,,,,,,,,,,
01/04/1986,,3.75,4.55,6.9375,9.5625,4.75,,,,,,,,,,,,,
01/05/1986,,3.75,4.65,7.375,9.5625,5,,,,,,,,,,,,,
01/06/1986,,3.75,4.73,6.9375,9.75,4.7344,,,,,,,,,,,,,
01/07/1986,,3.75,4.75,6.6875,10.0313,4.8125,,,,,,,,,,,,,
01/08/1986,,3.75,4.5,5.875,9.75,4.75,,,,,,,,,,,,,
01/09/1986,,3.75,4.65,6.3125,11.0469,4.9063,,,,,,,,,,,,,
01/10/1986,,3.75,4.73,6.0469,11.25,4.6563,,,,,,,,,,,,,
01/11/1986,,3.75,4.75,6.125,11.5,4.5781,,,,,,,,,,,,,
01/12/1986,,3.75,4.83,6.3125,11.125,4.4375,,,,,,,,,,,,,
01/01/1987,,3.75,4.25,6.25,10.875,4.125,,,,,,,,,,,,,
01/02/1987,,3.75,4.15,6.5625,10.375,4.1875,8.625,,,,,,,,,,,,
01/03/1987,,3.75,4.1,6.8125,9.75,4.0625,8.1875,,,,,,,,,,,,
01/04/1987,,3.75,4.05,7.8125,9.25,4,8.375,,,,,,,,,,,,
01/05/1987,,3.75,3.85,8.0625,9.1875,4,8.6875,,,,,,,,,,,,
01/06/1987,,3.75,3.93,7.75,9.4375,4.125,8.9375,,,,,,,,,,,,
01/07/1987,,3.75,4.15,7.6875,10.0625,4.2969,8.875,5,,,,,,,,,,,
01/08/1987,,3.75,4.35,7.9375,10.98438,4.3594,8.9375,5,,,,,,,,,,,
01/09/1987,,3.75,4.6,9,10.625,5.1875,9.0625,5.5,,,,,,,,,,,
01/10/1987,,3.75,4.3,8,9.3125,4.625,9.1875,5.5,,,,,,,,,,,
01/11/1987,,3.75,3.98,8.3125,9.125,4.4375,9.1406,4.5,,,,,,,,,,,
01/12/1987,,3.75,3.7,7.875,7.875,4.3281,9.125,4.5,,,,,,,,,,,
01/01/1988,,3.75,3.65,7.375,9.34375,4.3125,8.6875,3.88,,,,,,,,,,,
01/02/1988,,3.75,3.6,7.25,9.8125,4.3125,8.375,3.63,,,,,,,,,,,
01/03/1988,,3.75,3.6,7.5625,9.1875,4.3125,8.5781,3.63,,,,,,,,,,,
01/04/1988,,3.75,3.78,8,9.25,4.375,8.4375,3.75,,,,,,,,,,,
01/05/1988,,3.75,4,8.5,8.84375,4.4688,7.9844,4.38,,,,,,,,,,,
01/06/1988,,3.75,4.83,8.375,10.3125,4.75,7.8125,4.63,,,,,,,,,,,
01/07/1988,,3.75,5.55,8.875,11,4.9375,7.9375,5.13,,,,,,,,,,,
01/08/1988,,3.75,5.75,9.1875,12.3125,5.1875,8.6875,5.75,,,,,,,,,,,
01/09/1988,,3.75,5.38,8.9375,11.8125,5,8.375,5.63,,,,,,,,,,,
01/10/1988,,3.75,5.13,8.75,11.8125,4.5,8.375,5.63,,,,,,,,,,,
